/mnt/wodobrow/loghub_logs/CloudStack/CloudStack.txt
ID=4     : size=155613    : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> SeqA <:*:> <:*:> Seq <:*:> <:CRL:> <:*:> , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=475   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Agent <:SQBR:>id <:CMP:> <:NUM:> : type <:CMP:> LibvirtComputingResource : zone <:CMP:> <:NUM:> : pod <:CMP:> <:NUM:> : workers <:CMP:> <:NUM:> : host <:CMP:> <:IP:> : port <:CMP:> <:NUM:>
ID=476   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> found existing download job
ID=180   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start configuring secondary storage vm alert manager : SecondaryStorageVmAlertAdapter
ID=460   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Start completed for VM VM<:SQBR_CONT:>
ID=169   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> midonet API server address is <:PATH:>:<:NUM:>
ID=488   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx-ed<:NUM:>d<:NUM:> ctx<:NUM:>d<:NUM:>f<:NUM:><:PRNTEND:> Created security group com.cloud.network.security.SecurityGroupVO$$EnhancerByCGLIB$$f<:NUM:>da@<:NUM:>cc<:NUM:> for account id<:CMP:><:NUM:>
ID=489   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ..<:NUM:>,"cpuavailable": "<:NUM:>","memorylimit":"<:NUM:>","memorytotal":<:NUM:>,"memoryavailable":"<:NUM:>","primarystoragelimit":"<:NUM:>","primarystoragetotal":<:NUM:>,"primarystorageavailable":"<:NUM:>","secondarystoragelimit":"<:NUM:>","secondarystoragetotal":<:NUM:>,"secondarystorageavailable":"<:NUM:>","vmlimit":"<:NUM:>","vmtotal":<:NUM:>,"vmavailable":"<:NUM:>","iplimit":"<:NUM:>","iptotal":<:NUM:>,"ipavailable":"<:NUM:>","volumelimit":"<:NUM:>","volumetotal":<:NUM:>,"volumeavailable":"<:NUM:>","snapshotlimit":"<:NUM:>","snapshottotal":<:NUM:>,"snapshotavailable":"<:NUM:>","templatelimit":"<:NUM:>","templatetotal":<:NUM:>,"templateavailable":"<:NUM:>"<:CRLEND:>
ID=163   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Elastic Load balancer enabled: false
ID=137   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Limit Cache created with timeToLive<:CMP:><:NUM:>, maxAllowed<:CMP:><:NUM:>, maxElements<:CMP:><:NUM:>
ID=131   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Secondary storage vm Manager is configured.
ID=128   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Additional VNC port allocation range is settled at <:NUM:> to <:NUM:>
ID=126   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Configure VmwareManagerImpl, manager name: VmwareManagerImpl
ID=125   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Only realhostip.com ssl cert is supported, ignoring self-signed and other certs
ID=124   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Created DirectAgentAttache pool with size: <:NUM:>
ID=123   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Listening on <:NUM:> with <:NUM:> workers
ID=121   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> SecurityGroupManager: num worker threads<:CMP:><:NUM:>, time between cleanups<:CMP:><:NUM:> global lock timeout<:CMP:><:NUM:>
ID=118   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> InternalLoadBalancerVMManagerImpl has been configured
ID=442   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> We are allocating VM, increasing the used capacity of this host:<:NUM:>
ID=270   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Cluster manager was started successfully
ID=268   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Management server <:PRNTBEG:>host id : <:NUM:><:PRNTEND:> is being started at <:IP:>:<:NUM:>
ID=267   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Management server <:NUM:> is being started
ID=266   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Starting cluster manager, msid : <:NUM:>
ID=265   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Cleanup mounted mount points used in previous session
ID=262   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> XenServer Connection Pool Configs: sleep.interval.on.error<:CMP:><:NUM:>
ID=258   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Configure VmwareServerDiscoverer, discover name: VMware Discover
ID=436   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Checking if host: <:NUM:> can access any suitable storage pool for volume: ROOT
ID=437   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Host: <:NUM:> can access pool: <:NUM:>
ID=438   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Found a potential host id: <:NUM:> name: cloudagent and associated storage pools for this VM
ID=439   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Returning Deployment Destination: Dest<:SQBR_CONT:> : Dest<:SQBR_CONT:>
ID=440   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Deployment found - P<:NUM:<:CMP:>VM<:SQBR_CONT:>, P<:NUM:<:CMP:>Dest<:SQBR_CONT:> : Dest<:SQBR_CONT:>
ID=441   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> VM starting again on the last host it was stopped on
ID=116   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Console proxy standby capacity : <:NUM:>
ID=444   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> We are allocating VM to the last host again, so adjusting the reserved capacity if it is not less than required
ID=445   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> CPU STATS after allocation: for host: <:NUM:>, old used: <:NUM:>, old reserved: <:NUM:>, actual total: <:NUM:>, total with overprovisioning: <:NUM:>; new used:<:NUM:>, reserved:<:NUM:>; requested cpu:<:NUM:>,alloc_from_last:true
ID=446   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> RAM STATS after allocation: for host: <:NUM:>, old used: <:NUM:>, old reserved: <:NUM:>, total: <:NUM:>; new used: <:NUM:>, reserved: <:NUM:>; requested mem: <:NUM:>,alloc_from_last:true
ID=447   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> VM is being created in podId: <:NUM:>
ID=427   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> STATS: Can alloc CPU from host: <:NUM:>, used: <:NUM:>, reserved: <:NUM:>, actual total: <:NUM:>, total with overprovisioning: <:NUM:>; requested cpu:<:NUM:>,alloc_from_last_host?:true ,considerReservedCapacity?: true
ID=451   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Checking if we need to prepare <:NUM:> volumes for VM<:SQBR_CONT:>
ID=452   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> No need to recreate the volume: Vol<:SQBR_CONT:>, since it already has a pool assigned: <:NUM:>, adding disk to VM
ID=453   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Boot Args for VM<:SQBR_CONT:>: template<:CMP:>domP type<:CMP:>consoleproxy host<:CMP:><:IP:> port<:CMP:><:NUM:> name<:CMP:>v<:NUM:>-VM zone<:CMP:><:NUM:> pod<:CMP:><:NUM:> guid<:CMP:>Proxy<:NUM:> proxy_vm<:CMP:><:NUM:> disable_rp_filter<:CMP:>true eth<:NUM:>ip<:CMP:><:IP:> eth<:NUM:>mask<:CMP:><:IP:> gateway<:CMP:><:IP:> eth<:NUM:>ip<:CMP:><:IP:> eth<:NUM:>mask<:CMP:><:IP:> eth<:NUM:>ip<:CMP:><:IP:> eth<:NUM:>mask<:CMP:><:IP:> mgmtcidr<:CMP:><:IP:><:PATH:> localgw<:CMP:><:IP:> internaldns<:NUM:<:CMP:><:IP:> dns<:NUM:<:CMP:><:IP:>
ID=455   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ...<:IP:> internaldns<:NUM:<:CMP:><:IP:> dns<:NUM:<:CMP:><:IP:>","rebootOnCrash":false,"enableHA":false,"limitCpuUse":false,"enableDynamicallyScaleVm":false,"vncPassword":"<:NUM:>e<:NUM:>f<:NUM:>","params":<:CRL:><:CRLEND:>,"uuid":"<:NUM:>c<:NUM:>eec<:NUM:><:NUM:>d<:NUM:><:NUM:><:NUM:>d<:NUM:>ca<:NUM:>ccbf","disks":<:SQBR:><:CRL:>"data":<:CRL:>"org.apache.cloudstack.storage.to.VolumeObjectTO":<:CRL:>"uuid":"bd<:NUM:>b<:NUM:>b<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:><:NUM:>c<:NUM:>ad<:NUM:>","volumeType":"ROOT","dataStore":<:CRL:>"org.apache.cloudstack.storage.to.PrimaryDataStoreTO":<:CRL:>"uuid":"b<:NUM:>e<:NUM:><:NUM:><:NUM:>a<:NUM:><:NUM:>df<:NUM:>d<:NUM:>b<:NUM:>a<:NUM:>","id":<:NUM:>,"poolType":"NetworkFilesystem","host":"<:IP:>","path":"<:PATH:>","port":<:NUM:>,"url":"<:PATH:>?ROLE<:CMP:>Primary&STOREUUID<:CMP:>b<:NUM:>e<:NUM:><:NUM:><:NUM:>a<:NUM:><:NUM:>df<:NUM:>d<:NUM:>b<:NUM:>a<:NUM:>"<:CRLEND:><:CRLEND:>,"n...
ID=456   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ...ame": "ROOT<:NUM:>","size":<:NUM:>,"path":"bd<:NUM:>b<:NUM:>b<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:><:NUM:>c<:NUM:>ad<:NUM:>","volumeId":<:NUM:>,"vmName":"v<:NUM:>-VM","accountId":<:NUM:>,"format":"QCOW<:NUM:>","id":<:NUM:>,"deviceId":<:NUM:>,"hypervisorType":"KVM"<:CRLEND:><:CRLEND:>,"diskSeq":<:NUM:>,"path":"bd<:NUM:>b<:NUM:>b<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:><:NUM:>c<:NUM:>ad<:NUM:>","type":"ROOT","_details":<:CRL:>"managed":"false","storagePort":"<:NUM:>","storageHost":"<:IP:>","volumeSize":"<:NUM:>"<:CRLEND:><:CRLEND:><:SQBREND:>,"nics":<:SQBR:><:CRL:>"deviceId":<:NUM:>,"networkRateMbps":<:NUM:>,"defaultNic":true,"uuid":"fb<:NUM:>aeddf<:NUM:>d<:NUM:><:NUM:>ccf-a<:NUM:><:NUM:>f<:NUM:>c<:NUM:>ea","ip":"<:IP:>","netmask":"<:IP:>","gateway":"<:IP:>","mac":"<:NUM:>:<:NUM:>c:<:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>","dns<:NUM:>":"<:IP:>","broadcastType":"Native","type":"Guest","broadcastUri":"<:PATH:>","isSecurityGroupEnabled":true<:CRLEND:>,<:CRL:>"deviceId":<:NUM:>,"networkRateMbps"...
ID=457   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ...calgw<:CMP:><:IP:> internaldns<:NUM:<:CMP:><:IP:> dns<:NUM:<:CMP:><:IP:>","rebootOnCrash":false,"enableHA":false,"limitCpuUse":false,"enableDynamicallyScaleVm":false,"vncPassword":"<:NUM:>e<:NUM:>f<:NUM:>","vncAddr":"<:IP:>","params":<:CRL:><:CRLEND:>,"uuid":"<:NUM:>c<:NUM:>eec<:NUM:><:NUM:>d<:NUM:><:NUM:><:NUM:>d<:NUM:>ca<:NUM:>ccbf","disks":<:SQBR:><:CRL:>"data":<:CRL:>"org.apache.cloudstack.storage.to.VolumeObjectTO":<:CRL:>"uuid":"bd<:NUM:>b<:NUM:>b<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:><:NUM:>c<:NUM:>ad<:NUM:>","volumeType":"ROOT","dataStore":<:CRL:>"org.apache.cloudstack.storage.to.PrimaryDataStoreTO":<:CRL:>"uuid":"b<:NUM:>e<:NUM:><:NUM:><:NUM:>a<:NUM:><:NUM:>df<:NUM:>d<:NUM:>b<:NUM:>a<:NUM:>","id":<:NUM:>,"poolType":"NetworkFilesystem","host":"<:IP:>","path":"<:PATH:>","port":<:NUM:>,"url":"<:PATH:>?ROLE<:CMP:>Prima...
ID=458   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> ...ry&STOREUUID<:CMP:>b<:NUM:>e<:NUM:><:NUM:><:NUM:>a<:NUM:><:NUM:>df<:NUM:>d<:NUM:>b<:NUM:>a<:NUM:>"<:CRLEND:><:CRLEND:>,"name": "ROOT<:NUM:>","size":<:NUM:>,"path":"bd<:NUM:>b<:NUM:>b<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:><:NUM:>c<:NUM:>ad<:NUM:>","volumeId":<:NUM:>,"vmName":"v<:NUM:>-VM","accountId":<:NUM:>,"format":"QCOW<:NUM:>","id":<:NUM:>,"deviceId":<:NUM:>,"hypervisorType":"KVM"<:CRLEND:><:CRLEND:>,"diskSeq":<:NUM:>,"path":"bd<:NUM:>b<:NUM:>b<:NUM:><:NUM:>f<:NUM:><:NUM:><:NUM:><:NUM:>c<:NUM:>ad<:NUM:>","type":"ROOT","_details":<:CRL:>"managed":"false","storagePort":"<:NUM:>","storageHost":"<:IP:>","volumeSize":"<:NUM:>"<:CRLEND:><:CRLEND:><:SQBREND:>,"nics":<:SQBR:><:CRL:>"deviceId":<:NUM:>,"networkRateMbps":<:NUM:>,"defaultNic":true,"uuid":"fb<:NUM:>aeddf<:NUM:>d<:NUM:><:NUM:>ccf-a<:NUM:><:NUM:>f<:NUM:>c<:NUM:>ea","ip":"<:IP:>","netmask":"<:IP:>","gateway":"<:IP:>","mac":"<:NUM:>:<:NUM:>c:<:NUM:>:<:NUM:>:<:NUM:>:<:NUM:>","dns<:NUM:>":"<:IP:>","broadcastType":"Native","type":"Guest","broadcastUri":"vl...
ID=459   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Seq <:NUM:><:NUM:>: Received: <:CRL:> Ans: , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:CRL:> StartAnswer, CheckSshAnswer <:CRLEND:> <:CRLEND:>
